id,bio,imag
امیدرضا روانخواه,امیدرضا روانخواه یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۲۴ فروردین ۱۳۶۶ در فیروزآباد، ایران متولد شد. او از جمله ورزشکاران برجسته‌ای است که در تیم‌های مختلفی بازی کرده است و در مسابقات مهمی شرکت کرده است. از جمله افتخارات او می‌توان به حضور در مسابقات جام ملت‌های آسیا اشاره کرد. او همچنین در باشگاه‌های فوتبال مختلفی بازی کرده است. امیدرضا روانخواه هم‌اکنون فعالانه در فوتبال فعالیت می‌کند. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موها تیره و کوتاه، با فرم مرتب - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کامل و مرتب - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: جوان تا میان‌سال توجه: اطلاعات بیشتر یا دقیق‌تر از تصویر قابل استخراج نیست.,['https://drive.google.com/uc?id=1zRi31Gq-0cvqLaZ5H650LbI0Tlys_hdS']
مکوامبا کانجی,مکوامبا کانجی ورزشکار مرد ایرانی در رشته فوتبال است که در ۲ اگست ۱۹۸۵ در داکار متولد شده است. او در تیم‌های مختلفی بازی کرده است و از جمله در تیم‌های «الاهلی» و «الریان» به میدان رفته است. کانجی همچنین در تیم ملی فوتبال ایران بازی کرده است و در مسابقات بین‌المللی مانند جام ملت‌های آسیا شرکت کرده است. او در سال ۲۰۱۱ به عنوان بهترین مدافع آسیا انتخاب شد. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موهای تیره و کوتاه با بافت مجعد - رنگ پوست: تیره - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: حالت چهره جدی - علائم متمایز: نامشخص - حدود بازه سنی: جوان توجه: اطلاعات بیشتر یا دقیق‌تر در دسترس نیست.,['https://drive.google.com/uc?id=1YvuBPJCJGpg9VdA5oNOluU6QUqrY4Xg_']
اوسیانو دا کروز,اوسیانو دا کروز یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۲۹ ژوئیه ۱۹۶۲ در سائو ویسنته، کیپ ورد متولد شد. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: مشکی، کوتاه - رنگ پوست: تیره - شکل صورت: بیضی - وجود ریش / سبیل: ریش و سبیل - عینک / کلاه / اکسسوری: مشخص نیست - حالات قابل‌مشاهده: اخم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال,['https://drive.google.com/uc?id=1OpWU9Yd0YWz1Hd-8opLxywU7zdjF7DoZ']
ناصر نورایی,ناصر نورایی یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۳۳۲ در تهران متولد شده است. وی در تیم‌های فوتبال ایران بازی کرده است و از جمله در تیم‌های ملی فوتبال ایران، تیم فوتبال تاج و باشگاه فوتبال پرسپولیس به میدان رفته است. وی همچنین در جام ملت‌های آسیا ۱۹۶۸ و جام ملت‌های آسیا ۱۹۷۲ شرکت کرده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. وی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. ناصر نورایی در سال ۱۹۷۲ به عنوان برنده جام ملت‌های آسیا شناخته‌شده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: مشکی، فر و متوسط - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: برخی ویژگی‌ها ممکن است به دلیل کیفیت تصویر نامشخص باشند.,['https://drive.google.com/uc?id=1q3aQpmVklftOwHKt07mDpBxFoVnKlBOK']
آنتونیو ژوزه کونسیسائو اولیویرا,آنتونیو ژوزه کونسیسائو اولیویرا ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۴۰۵ ش در سالسیانوس متولد شده است. وی در طول دوران فعالیت خود به عنوان یک بازیکن فوتبال، در تیم‌های مختلفی بازی کرده است و از جمله در تیم‌های «پورتو» و «اسپورتینگ لیسبون» به میدان رفته است. او همچنین در تیم ملی فوتبال پرتغال بازی کرده است. او در سال ۱۹۷۹ از فوتبال خداحافظی کرد. او در سال ۲۰۱۱ به تالار مشاهیر فوتبال پرتغال راه یافت. او در سال ۲۰۱۳ به تالار مشاهیر فوتبال فیفا راه یافت. او در سال ۲۰۱۵ به تالار مشاهیر فوتبال اروپا راه یافت. او در سال ۲۰۱۶ به تالار مشاهیر فوتبال پرتغال راه یافت. او در سال ۲۰۱۷ به تالار مشاهیر فوتبال آفریقای جنوبی راه یافت. او در سال ۲۰۱۸ به تالار مشاهیر فوتبال برزیل راه یافت. او در سال ۲۰۱۹ به تالار مشاهیر فوتبال آرژانتین راه یافت. او در سال ۲۰۲۰ به تالار مشاهیر فوتبال اسپانیا راه یافت. او در سال ۲۰۲۱ به تالار مشاهیر فوتبال انگلستان راه یافت. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موهای تیره و کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: سبیل مشکی و پر - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: اطلاعات بیشتر یا دقیق‌تر در دسترس نیست.,['https://drive.google.com/uc?id=1rM6cZWs1wAmRuUUPmZX8FQC6_S64WI6o']
سامان آقازمانی,سامان آقازمانی یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۲۴ دی ۱۳۶۷ در تهران متولد شده است. وی در تیم‌های فوتبال پرسپولیس و استقلال بازی کرده است و در سال ۱۳۸۵ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. او همچنین در تیم ملی فوتبال ایران بازی کرده است و در مسابقات جام ملت‌های آسیا ۲۰۰۷ شرکت کرد. در حال حاضر وی در باشگاه فوتبال استقلال بازی می‌کند. در سال ۱۳۹۰ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. او در سال ۱۳۹۱ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۲ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۳ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۴ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۵ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۶ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۷ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۸ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۳۹۹ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۴۰۰ به عنوان بهترین بازیکن لیگ برتر انتخاب شد. در سال ۱۴۰۱ به عنوان بهترین بازیکن - رنگ چشم: نامشخص - رنگ مو: تیره - طول / فرم مو: کوتاه و مرتب - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: حالت چهره جدی و متمرکز - علائم متمایز: نامشخص - حدود بازه سنی: جوان این توصیف بر اساس تصویر ارائه‌شده است.,['https://drive.google.com/uc?id=1R2O9pwLoc1Wx3ko8dCn7_1NVG97J5bUo']
امیر قلعه‌نویی,امیر قلعه نویی یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۳۴۲ در تهران متولد شده است. وی در طول دوران فعالیت خود به عنوان مربی تیم‌های فوتبال مختلف از جمله پرسپولیس و استقلال به موفقیت‌های قابل توجهی دست‌یافته است. او همچنین به عنوان سرمربی تیم ملی فوتبال ایران در مسابقات جام جهانی ۲۰۱۴ و جام ملت‌های آسیا ۲۰۱۵ حضور داشته است. قلعه نویی در سال ۱۳۹۷ به عنوان بهترین مربی فوتبال ایران انتخاب شد. - رنگ چشم: نامشخص - رنگ مو: خاکستری تیره - طول / فرم مو: کوتاه و صاف - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: اخم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال,['https://drive.google.com/uc?id=11dktE0iynZTjF0e9cPll0Dj8jcvwosC7']
محمدمهدی مهدی‌خانی,محمدمهدی مهدی خانی یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۶ مرداد ۱۳۷۶ در گیلان غرب کرمانشاه ایران به دنیا آمد. او از تیم‌های فوتبال گیلان غرب و استقلال خوزستان بازی کرده است. وی در مسابقات فوتبال جوانان ایران شرکت کرده است. او همچنین در تیم ملی فوتبال جوانان ایران بازی کرده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: تیره، کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه - عینک / کلاه / اکسسوری: ندارد - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: جوان,['https://drive.google.com/uc?id=1L-u_v4hdg9KnEHSgoNCOtvpucKdX1scZ']
گادوین منشا,گادوین منشا ورزشکار مرد ایرانی در رشته فوتبال است که در ۲ اگست ۱۹۸۹ (۳۵ سال) در لاگوس، نیجریه متولد شد. وی در تیم ملی فوتبال ایران بازی کرده است و در مسابقات جام ملت‌های آسیا ۲۰۱۵ و جام جهانی فوتبال ۲۰۱۸ شرکت کرده است. او همچنین برای باشگاه فوتبال استقلال تهران بازی کرده است. منشا در سال ۲۰۱۷ به ایران مهاجرت کرد و از آن زمان در لیگ برتر خلیج‌فارس بازی می‌کند. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: مشکی، کوتاه و با فرم خاص (موخوره) - رنگ پوست: تیره - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه و سبیل - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: زخم کوچک روی صورت - حدود بازه سنی: جوان توجه: اطلاعات بیشتر یا دقیق‌تر قابل ارائه نیست.,['https://drive.google.com/uc?id=1ETpdwTYp9pZJ3Rw6wmDDrtY-IPuAVrfB']
علی آستانی,علی آستانی یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۳۰ اسفند ۱۳۷۵ در اردبیل متولد شده است. وی در رشته فوتبال فعالیت داشته و از جمله افتخارات وی می‌توان به حضور در تیم ملی فوتبال ایران اشاره کرد. او همچنین در لیگ برتر فوتبال ایران بازی کرده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: تیره، کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: جوان توجه: برخی ویژگی‌ها ممکن است به دلیل کیفیت تصویر نامشخص باشند.,['https://drive.google.com/uc?id=12ByTXtT8sEUsLwN--gtejGSMTtvalaXP']
وولودیمیر پریموف,وولودیمیر پریموف یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۲ ژانویه ۱۹۸۶ (۳۹ سال) در اودسا، اوکراین متولد شد. وی در تیم‌های فوتبال مختلفی بازی کرده است و از جمله در تیم‌های «دینام کی یف» و «آرارات ایروان» به میدان رفته است. او همچنین در مسابقات بین‌المللی فوتبال شرکت کرده است و در جام جهانی فوتبال ۲۰۰۶ حضور داشته است. پریموف در سال ۲۰۱۱ به ایران مهاجرت کرد و در باشگاه فوتبال استقلال تهران بازی می‌کند. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موهای تیره، کوتاه و مرتب - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: جوان تا میان‌سال توجه: اطلاعات بیشتر و دقیق‌تر از تصویر قابل استخراج نیست.,['https://drive.google.com/uc?id=1VLflvgkzIntLKLJZUl9AX-UfizX9dCpQ']
محمد پنجعلی,محمد پنجعلی یک ورزشکار مرد ایرانی در رشته فوتبال است که در آذر ۱۳۹۴ (۶۹ سال) در تهران، ایران متولد شد و از آنجایی که اطلاعات بیشتری در مورد زندگی او در دسترس نیست، نمی‌توانیم به طور کامل در مورد کارنامه ورزشی او صحبت کنیم. او در تیم ملی فوتبال ایران بازی کرده است و در مسابقات بین‌المللی نیز شرکت کرده است. او همچنین در لیگ برتر فوتبال ایران بازی کرده است. او در سال ۱۳۵۰ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۱ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۲ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۳ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۴ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۵ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۶ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او در سال ۱۳۵۷ به تیم ملی فوتبال ایران دعوت شد و در مسابقات بین‌المللی شرکت کرد. او - رنگ چشم: نامشخص - رنگ مو: مشکی - طول / فرم مو: کوتاه و مجعد - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: جوان تا میان‌سال توجه: اطلاعات بیشتر یا دقیق‌تر در دسترس نیست.,['https://drive.google.com/uc?id=1xejWCS7Ass8BhJuBn6B_YZbbV9O2rKY_']
داریوش مصطفوی,داریوش مصطفوی یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۳۲۱ در تهران متولد شد و در تیم‌های جوانتاج و پرسپولیس تهران بازی کرده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موها روشن و کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: عینک آفتابی - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: اطلاعات بیشتر یا دقیق‌تر در دسترس نیست.,['https://drive.google.com/uc?id=186pFUgwJXatAA5an637AxG3Vyp91Dolg']
هدایت ممبینی,هدایت ممبینی یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۳۴۹ در ایران متولد شده است. وی در تیم‌های مختلفی بازی کرده است و از جمله در تیم‌های «پرسپولیس» و «استقلال» به میدان رفته است. او همچنین در تیم ملی فوتبال ایران بازی کرده است و در مسابقات بین‌المللی نیز شرکت کرده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: مشکی، کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: در حال صحبت، حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال,['https://drive.google.com/uc?id=1fiVhe3dDUlbgZucL_gs9LtI1uINmZK1k']
دن گاسپار,دن گاسپار یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۹۵۵ در گلستنبری، مونتانا، ایالات‌متحده متولد شد. او در رشته فوتبال فعالیت داشته است و به عنوان یک بازیکن فوتبال شناخته می‌شود. از جمله فعالیت‌های او می‌توان به حضور در تیم ملی فوتبال ایران اشاره کرد. او همچنین در لیگ برتر فوتبال ایران بازی کرده است. در مجموع، دن گاسپار به عنوان یک ورزشکار برجسته در فوتبال شناخته‌شده است. او در سال ۱۹۵۵ در گلستنبری، مونتانا، ایالات‌متحده متولد شد. دن گاسپار در رشته فوتبال فعالیت داشته است و به عنوان یک بازیکن فوتبال شناخته می‌شود. از جمله فعالیت‌های او می‌توان به حضور در تیم ملی فوتبال ایران اشاره کرد. او همچنین در لیگ برتر فوتبال ایران بازی کرده است. در مجموع، دن گاسپار به عنوان یک ورزشکار برجسته در فوتبال شناخته‌شده است. او در سال ۱۹۵۵ در گلستنبری، مونتانا، ایالات‌متحده متولد شد. دن گاسپار در رشته فوتبال فعالیت داشته است و به عنوان یک بازیکن فوتبال شناخته می‌شود. از جمله فعالیت‌های او می‌توان به حضور در تیم ملی فوتبال ایران اشاره کرد. او همچنین در لیگ برتر فوتبال ایران بازی کرده است. در مجموع، دن گاسپار به عنوان یک ورزشکار برج - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موهای خاکستری و کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: اخم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال,['https://drive.google.com/uc?id=1JB7EeFcCQpgrebRGzwVWrB8BK15TITd_']
محمدامین اسدی,محمدامین اسدی یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۳ دی ۱۳۷۷ متولد شد و در پرسپولیس به دنیا آمد. وی در تیم‌های پرسپولیس، استقلال و تراکتورسازی ساری بازی کرده است. او همچنین در تیم ملی فوتبال ایران بازی کرده است. اسدی در سال ۱۳۹۹ به عنوان بهترین مدافع سال در لیگ برتر خلیج‌فارس انتخاب شد. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: تیره، کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: لبخند - علائم متمایز: نامشخص - حدود بازه سنی: جوان این توصیف بر اساس تصویر ارائه‌شده است.,['https://drive.google.com/uc?id=1MgmWPOA-8EC1E2vPwTzC7rareOM-hEkZ']
آرماندو سا,آرماندو سا یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۱۶ شهریور ۱۳۵۴ در ماپوتو، موزامبیک متولد شد. وی در تیم ملی فوتبال ایران بازی کرده است و در جام ملت‌های آسیا ۱۹۹۲ به میدان رفته است. او همچنین در باشگاه فوتبال استقلال تهران بازی کرده است. سا در سال ۲۰۰۰ از فوتبال خداحافظی کرد. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موهای تیره و کوتاه، با ریش و سبیل - رنگ پوست: تیره - شکل صورت: بیضی - وجود ریش / سبیل: بله، ریش و سبیل دارد - عینک / کلاه / اکسسوری: کلاه به سر دارد - حالات قابل‌مشاهده: لبخند - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: اطلاعات بیشتر یا دقیق‌تر از تصویر قابل استخراج نیست.,['https://drive.google.com/uc?id=1YZNtddFMsZ2SESJlFy5R1Tc5doUmSwJR']
حسین کازرانی,حسین کازرانی یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۲۳ فروردین ۱۳۲۶ در اندیمشک متولد شد. وی در رشته فوتبال فعالیت داشته و به عنوان یک ورزشکار توانا شناخته‌شده است. از جمله فعالیت‌های وی می‌توان به حضور در تیم‌های فوتبال مختلف اشاره کرد. او همچنین در مسابقات ورزشی مختلف شرکت کرده است. حسین کازرانی به دلیل تلاش‌های خود در رشته فوتبال مورد توجه قرار گرفته است. - رنگ چشم: نامشخص - رنگ مو: تیره - طول / فرم مو: متوسط و حالت دار - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: بدون ریش و سبیل - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: برخی ویژگی‌ها ممکن است به دلیل کیفیت تصویر مشخص نباشند.,['https://drive.google.com/uc?id=178dDhZELcz24a4qZXtp2BlW8-uknIHiL']
امیر علی‌اکبری,امیر علی اکبری، ورزشکار مرد ایرانی در رشته کشتی، در ۱۱ دسامبر ۱۹۸۷ متولد شد. او در رشته کشتی فعالیت داشته و به عنوان یک ورزشکار توانمند شناخته‌شده است. از جمله افتخارات وی می‌توان به کسب مدال‌های طلا در مسابقات کشتی آزاد و فرنگی اشاره کرد. او همچنین عضو تیم ملی کشتی ایران بوده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: مشکی، کوتاه - رنگ پوست: تیره - شکل صورت: بیضی - وجود ریش / سبیل: ریش کامل و پرپشت - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: در حال صحبت، حالت چهره جدی - علائم متمایز: نامشخص - حدود بازه سنی: جوان تا میان‌سال در کل، تصویر واضح است و ویژگی‌ها به خوبی قابل‌مشاهده هستند.,['https://drive.google.com/uc?id=1PVz8wQ2l4PZsSkd0n6MNFHciThnXZoQ2']
ایمان عالمی,ایمان عالمی یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۲۴ بهمن ۱۳۴۶ در تیم ملی فوتبال ایران متولد شد. وی در سال‌های ۱۹۷۱، ۱۹۷۳ و ۱۹۷۵ به عنوان بهترین بازیکن فوتبال ایران انتخاب شد. او همچنین در جام ملت‌های آسیا ۱۹۷۲ و جام ملت‌های آسیا ۱۹۷۶ به میدان رفت. - رنگ چشم: نامشخص - رنگ مو: تیره - طول / فرم مو: کوتاه - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش ندارد، سبیل نامشخص - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: اخم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: برخی ویژگی‌ها ممکن است به دلیل کیفیت تصویر نامشخص باشند.,['https://drive.google.com/uc?id=1OBYm0zCW9AMeZsbYed3nVcZYzyyggdfM']
منصور ابراهیم‌زاده,منصور ابراهیم‌زاده یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۳۳۵ در اصفهان متولد شده است. وی در رشته فوتبال فعالیت داشته و به عنوان یک بازیکن فوتبال شناخته می‌شود. او در تیم‌های مختلفی بازی کرده است و از جمله در تیم‌های «پرسپولیس» و «استقلال» بازی کرده است. همچنین او در مسابقات بین‌المللی نیز شرکت کرده است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موهای قهوه‌ای تیره، کوتاه و کمی فر - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: سبیل مشخص - عینک / کلاه / اکسسوری: بدون عینک و کلاه - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توصیف کلی: فرد دارای موهای کوتاه و سبیل مشخص است و لبخند ملایمی بر لب دارد.,['https://drive.google.com/uc?id=1WFnqL5pETjBHx3N4aJEvHJk3bfYn6ZH3']
ویسنته آرزه,ویسنته آرزه یک ورزشکار مرد ایرانی در رشته فوتبال است که در ۱ آذر ۱۳۶۴ در بلومینگنیوولز اولد بویزمرسر بیرز متولد شد. - رنگ چشم: قهوه‌ای - رنگ مو: تیره - طول / فرم مو: کوتاه و کمی حالت دار - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کم‌پشت - عینک / کلاه / اکسسوری: نامشخص - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: جوان این توصیف بر اساس تصویر ارائه‌شده است.,['https://drive.google.com/uc?id=1b91LD8qy4cVV3YmgLu0twqd8gSCqW6u2']
عبدالوهاب ابوالهیل,عبدالوهاب ابوالهیل یک ورزشکار مرد ایرانی در رشته فوتبال است که در سال ۱۹۷۶ در بغداد متولد شده است. او در تیم‌های مختلفی بازی کرده است و از جمله در تیم‌های «الاهلی» و «الزورا» به میدان رفته است. او همچنین در مسابقات بین‌المللی شرکت کرده است و در جام ملت‌های آسیا ۱۹۹۲ به عنوان یکی از بهترین بازیکنان شناخته‌شده است. او در سال ۲۰۰۰ به ایران بازگشت و در تیم ملی فوتبال ایران بازی کرد. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: موها تیره و کوتاه، به صورت جمع شده - رنگ پوست: تیره - شکل صورت: بیضی - وجود ریش / سبیل: ریش پرپشت - عینک / کلاه / اکسسوری: بدون عینک یا کلاه - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: میان‌سال توجه: برخی ویژگی‌ها به دلیل زاویه تصویر نامشخص است.,['https://drive.google.com/uc?id=1ss5IpKo17kviKtMGtrObJ3sCvBaYX85h']
حسین شهبازی,حسین شهبازی، ورزشکار مرد ایرانی در رشته کشتی، در ۱۲ اسفند ۱۳۷۴ در تهران متولد شد. وی در رشته کشتی فعالیت داشته و از جمله افتخارات وی می‌توان به کسب مدال نقره در مسابقات کشتی آزاد قهرمانی آسیا در سال ۱۳۹۵ اشاره کرد. او همچنین در مسابقات کشتی فرنگی قهرمانی آسیا در سال ۱۳۹۶ شرکت کرده است. حسین شهبازی در حال حاضر عضو تیم ملی کشتی ایران است. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: تیره، کوتاه و مجعد - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه - عینک / کلاه / اکسسوری: ندارد - حالات قابل‌مشاهده: حالت جدی - علائم متمایز: نامشخص - حدود بازه سنی: جوان توجه: اطلاعات بیشتر از تصویر قابل استخراج نیست.,['https://drive.google.com/uc?id=1vvC3S6U8tJJR0MPRjDR4Xs16i70jKrjx']
یوسف قادریان,یوسف قادریان، ورزشکار مرد ایرانی در رشته کشتی، در سال ۱۳۷۱ متولد شده است. وی در رشته کشتی فعالیت دارد و از جمله افتخارات او می‌توان به کسب مدال نقره در مسابقات قهرمانی کشتی آسیا، مدال برنز در مسابقات قهرمانی کشتی جوانان جهان و مدال طلا در مسابقات قهرمانی کشتی نوجوانان آسیا اشاره کرد. - رنگ چشم: نامشخص - رنگ و طول / فرم مو: تیره، کوتاه و حالت دار - رنگ پوست: روشن - شکل صورت: بیضی - وجود ریش / سبیل: ریش کوتاه و مرتب - عینک / کلاه / اکسسوری: ندارد - حالات قابل‌مشاهده: لبخند ملایم - علائم متمایز: نامشخص - حدود بازه سنی: جوان این توصیف بر اساس تصویر ارائه‌شده است.,['https://drive.google.com/uc?id=1tfXJaqhcLbHqutL4p_D-p11VICAcZ-NQ']
